subsystem,reaction
"Transport, lysosomal",CSPG_Btly
"Transport, extracellular",CSPG_Ct
"Transport, lysosomal",CSPG_Ctly
"Transport, extracellular",CSPG_Dt
"Transport, lysosomal",CSPG_Dtly
"Transport, extracellular",CSPG_Et
"Transport, lysosomal",CSPG_Etly
"Transport, nuclear",CTPtn
"Transport, extracellular",CYANt
"Transport, mitochondrial",CYANtm
"Transport, extracellular",CYSALANaEx
"Transport, extracellular",CYSASNNaEx
"Transport, extracellular",CYSGLNNaEx
Methionine and cysteine metabolism,CYSGLTH
"Transport, extracellular",CYSGLUexR
"Transport, extracellular",CYSGLYexR
Methionine and cysteine metabolism,CYSLYSL
Taurine and hypotaurine metabolism,CYSO
"Transport, extracellular",CYSSERNaEx
"Transport, extracellular",CYSt4
Methionine and cysteine metabolism,CYSTA
Methionine and cysteine metabolism,CYSTAm
"Transport, extracellular",CYStec
"Transport, extracellular",CYSTGLUex
"Transport, extracellular",CYSTHRNaEx
"Transport, extracellular",CYSTSERex
Pyrimidine catabolism,CYTD
Nucleotide interconversion,CYTDK1
Nucleotide interconversion,CYTDK2m
Nucleotide interconversion,CYTDn
"Transport, extracellular",CYTDt
"Transport, extracellular",CYTDt4
"Transport, lysosomal",CYTDtl
"Transport, mitochondrial",CYTDtm
"Transport, nuclear",CYTDtn
Nucleotide interconversion,CYTK10
Nucleotide interconversion,CYTK10n
Nucleotide interconversion,CYTK11
Nucleotide interconversion,CYTK11n
Nucleotide interconversion,CYTK12
Nucleotide interconversion,CYTK12n
Nucleotide interconversion,CYTK13
Nucleotide interconversion,CYTK13n
Nucleotide interconversion,CYTK14
Nucleotide interconversion,CYTK14n
Nucleotide interconversion,CYTK1m
Nucleotide interconversion,CYTK1n
Nucleotide interconversion,CYTK2n
Nucleotide interconversion,CYTK3
Nucleotide interconversion,CYTK3n
Nucleotide interconversion,CYTK4
Nucleotide interconversion,CYTK4n
Nucleotide interconversion,CYTK5
Nucleotide interconversion,CYTK5n
Nucleotide interconversion,CYTK6
Nucleotide interconversion,CYTK6n
Nucleotide interconversion,CYTK7
Nucleotide interconversion,CYTK7n
Nucleotide interconversion,CYTK8
Nucleotide interconversion,CYTK8n
Nucleotide interconversion,CYTK9
Nucleotide interconversion,CYTK9n
"Transport, extracellular",D_3AIBt
Pyrimidine catabolism,D3AIBTm
Nucleotide interconversion,DADA
Nucleotide interconversion,DADAe
Nucleotide interconversion,DADNK
"Transport, extracellular",DADNt4
"Transport, endoplasmic reticular",DAG_HSter
Glycerophospholipid metabolism,DAGK_hs
Glycerophospholipid metabolism,DAGKn_hs
"Transport, extracellular",DAGt
D-alanine metabolism,DALAOXx
"Transport, extracellular",DALAt2r
"Transport, lysosomal",DALAt2rL
D-alanine metabolism,DALAxt
Arginine and proline metabolism,DARGOp
Vitamin C metabolism,DASCBH
Vitamin C metabolism,DASCBR
Alanine and aspartate metabolism,DASPO1p
"Transport, nuclear",DATPtn
Fatty acid oxidation,DCIm
Nucleotide interconversion,DCK1m
Nucleotide interconversion,DCK1n
Nucleotide interconversion,DCK2n
"Transport, peroxisomal",DCSPTN1COAtx
Fatty acid oxidation,DCSPTN1CPT1
Fatty acid oxidation,DCSPTN1CPT2
Fatty acid oxidation,DCSPTN1CRNt
"Transport, extracellular",DCSPTN1t
Tyrosine metabolism,DCT
"Transport, nuclear",DCTPtn
Pyrimidine catabolism,DCYTD
Nucleotide interconversion,DCYTDn
"Transport, extracellular",DCYTt
Arginine and proline metabolism,DDPGAm
"Transport, extracellular",DEBRISOQUINEt
"Transport, mitochondrial",DECDPtm
N-glycan synthesis,DEDOLP1_L
N-glycan synthesis,DEDOLP1_U
N-glycan synthesis,DEDOLP2_L
N-glycan synthesis,DEDOLP2_U
N-glycan synthesis,DEDOLR_L
N-glycan synthesis,DEDOLR_U
Fatty acid synthesis,DESAT16_2
Fatty acid synthesis,DESAT18_10
Fatty acid synthesis,DESAT18_3
Fatty acid synthesis,DESAT18_4
Fatty acid synthesis,DESAT18_5
Fatty acid synthesis,DESAT18_6
Fatty acid synthesis,DESAT18_7
Fatty acid synthesis,DESAT18_8
Fatty acid synthesis,DESAT18_9
Fatty acid synthesis,DESAT20_1
Fatty acid synthesis,DESAT20_2
Fatty acid synthesis,DESAT22_1p
Fatty acid synthesis,DESAT22_2p
Fatty acid synthesis,DESAT24_1
Triacylglycerol synthesis,DGAT
"Transport, extracellular",DGCHOLte
"Transport, peroxisomal",DGCHOLtx
Nucleotide interconversion,DGK2m
Nucleotide interconversion,DGNSKm
"Transport, extracellular",DGSNt
"Transport, mitochondrial",DGSNtm
"Transport, nuclear",DGTPtn
Pentose phosphate pathway,DGULND
"Transport, extracellular",DHAAt1r
Triacylglycerol synthesis,DHAPA
Triacylglycerol synthesis,DHAPAx
"Transport, peroxisomal",DHCHOLESTANATEtm
Cholesterol metabolism,DHCR241r
Cholesterol metabolism,DHCR242r
Cholesterol metabolism,DHCR243r
Cholesterol metabolism,DHCR71r
Cholesterol metabolism,DHCR72r
Sphingolipid metabolism,DHCRD1
Sphingolipid metabolism,DHCRD2
Ubiquinone synthesis,DHDPBMTm
"Transport, extracellular",DHEASt
"Transport, extracellular",DHEAStr
Steroid metabolism,DHEASULT
"Transport, endoplasmic reticular",DHEAtr
"Transport, lysosomal",DHFtl
"Transport, mitochondrial",DHFtm
Pyrimidine synthesis,DHORD9
Pyrimidine catabolism,DHPM1
Pyrimidine catabolism,DHPM2
Tetrahydrobiopterin metabolism,DHPR2
"Transport, nuclear",DIDPtn
"Transport, golgi apparatus",DIGALSGALSIDEtg
"Transport, golgi apparatus",DIGALSIDEtg
"Transport, lysosomal",DIGALSIDEtl
"Transport, extracellular",DINt
"Transport, nuclear",DITPtn
Arginine and proline metabolism,DKMPPD
"Transport, extracellular",D_LACt2
"Transport, mitochondrial",D_LACtm
Fatty acid oxidation,DLNLCGCPT1
Fatty acid oxidation,DLNLCGCPT2
Fatty acid oxidation,DLNLCGCRNt
"Transport, extracellular",DLNLCGt
Exchange/demand reaction,DM_13_cis_oretn_n_
Exchange/demand reaction,DM_13_cis_retn_n_
Exchange/demand reaction,DM_Asn_X_Ser_Thr_ly_
Exchange/demand reaction,DM_avite2_c_
Exchange/demand reaction,DM_bvite_c_
Exchange/demand reaction,DM_core5_g_
Exchange/demand reaction,DM_core7_g_
Exchange/demand reaction,DM_core8_g_
Exchange/demand reaction,DM_datp_m_
Exchange/demand reaction,DM_datp_n_
Exchange/demand reaction,DM_dctp_m_
Exchange/demand reaction,DM_dctp_n_
Exchange/demand reaction,DM_dem2emgacpail_prot_hs_r_
Exchange/demand reaction,DM_dgpi_prot_hs_r_
Exchange/demand reaction,DM_dgtp_m_
Exchange/demand reaction,DM_dgtp_n_
Exchange/demand reaction,DM_dsT_antigen_g_
Exchange/demand reaction,DM_dttp_m_
Exchange/demand reaction,DM_dttp_n_
Exchange/demand reaction,DM_ethamp_r_
Exchange/demand reaction,DM_gncore2_g_
Exchange/demand reaction,DM_gpi_sig_er_
Exchange/demand reaction,DM_hretn_n_
Exchange/demand reaction,DM_kdn_c_
Exchange/demand reaction,DM_m_em_3gacpail_prot_hs_r_
Exchange/demand reaction,DM_melanin_c_
Exchange/demand reaction,DM_mem2emgacpail_prot_hs_r_
Exchange/demand reaction,DM_n5m2masn_g_
Exchange/demand reaction,DM_oretn_n_
Exchange/demand reaction,DM_Ser_Thr_ly_
Exchange/demand reaction,DM_Ser_Gly_Ala_X_Gly_ly_
Exchange/demand reaction,DM_sprm_c_
Exchange/demand reaction,DM_sTn_antigen_g_
Exchange/demand reaction,DM_T_antigen_g_
Exchange/demand reaction,DM_yvite_c_
"Transport, extracellular",DMANTIPYRINEte
Cholesterol metabolism,DMATTx
"Glycine, serine, alanine, and threonine metabolism",DMGDHm
"Transport, mitochondrial",DMGtm
Fatty acid oxidation,DMHPTCRNCPT1
Fatty acid oxidation,DMHPTCRNCPT2
Fatty acid oxidation,DMHPTCRNt
"Transport, extracellular",DMHPTCRNte
Fatty acid oxidation,DMNONCOACRNCPT1
Fatty acid oxidation,DMNONCRNCPT2
Fatty acid oxidation,DMNONCRNt
"Transport, nuclear",DNADtn
Methionine and cysteine metabolism,DNAMTn
Selenoamino acid metabolism,DNAMTSEn
"Transport, mitochondrial",DNDPt10m
"Transport, mitochondrial",DNDPt11m
"Transport, mitochondrial",DNDPt12m
"Transport, mitochondrial",DNDPt13m
"Transport, mitochondrial",DNDPt14m
"Transport, mitochondrial",DNDPt15m
"Transport, mitochondrial",DNDPt16m
"Transport, mitochondrial",DNDPt17m
"Transport, mitochondrial",DNDPt18m
"Transport, mitochondrial",DNDPt19m
"Transport, mitochondrial",DNDPt1m
"Transport, mitochondrial",DNDPt20m
"Transport, mitochondrial",DNDPt21m
"Transport, mitochondrial",DNDPt22m
"Transport, mitochondrial",DNDPt23m
"Transport, mitochondrial",DNDPt24m
"Transport, mitochondrial",DNDPt25m
"Transport, mitochondrial",DNDPt26m
"Transport, mitochondrial",DNDPt27m
"Transport, mitochondrial",DNDPt28m
"Transport, mitochondrial",DNDPt29m
"Transport, mitochondrial",DNDPt2m
"Transport, mitochondrial",DNDPt30m
"Transport, mitochondrial",DNDPt31m
"Transport, mitochondrial",DNDPt32m
"Transport, mitochondrial",DNDPt33m
"Transport, mitochondrial",DNDPt34m
"Transport, mitochondrial",DNDPt35m
"Transport, mitochondrial",DNDPt36m
"Transport, mitochondrial",DNDPt37m
"Transport, mitochondrial",DNDPt38m
"Transport, mitochondrial",DNDPt39m
"Transport, mitochondrial",DNDPt3m
"Transport, mitochondrial",DNDPt40m
"Transport, mitochondrial",DNDPt41m
"Transport, mitochondrial",DNDPt42m
"Transport, mitochondrial",DNDPt43m
"Transport, mitochondrial",DNDPt44m
"Transport, mitochondrial",DNDPt45m
"Transport, mitochondrial",DNDPt46m
"Transport, mitochondrial",DNDPt47m
"Transport, mitochondrial",DNDPt48m
"Transport, mitochondrial",DNDPt49m
"Transport, mitochondrial",DNDPt4m
"Transport, mitochondrial",DNDPt50m
"Transport, mitochondrial",DNDPt51m
"Transport, mitochondrial",DNDPt52m
"Transport, mitochondrial",DNDPt53m
"Transport, mitochondrial",DNDPt54m
"Transport, mitochondrial",DNDPt55m
"Transport, mitochondrial",DNDPt56m
"Transport, mitochondrial",DNDPt57m
"Transport, mitochondrial",DNDPt58m
"Transport, mitochondrial",DNDPt59m
"Transport, mitochondrial",DNDPt5m
"Transport, mitochondrial",DNDPt60m
"Transport, mitochondrial",DNDPt61m
"Transport, mitochondrial",DNDPt62m
"Transport, mitochondrial",DNDPt63m
"Transport, mitochondrial",DNDPt6m
"Transport, mitochondrial",DNDPt7m
"Transport, mitochondrial",DNDPt8m
"Transport, mitochondrial",DNDPt9m
Vitamin C metabolism,DOGULND1
Vitamin C metabolism,DOGULND2
Vitamin C metabolism,DOGULNO1
Vitamin C metabolism,DOGULNO2
N-glycan synthesis,DOLASNT_Ler
N-glycan synthesis,DOLASNT_Uer
N-glycan synthesis,DOLDPP_Ler
N-glycan synthesis,DOLDPP_Uer
N-glycan synthesis,DOLGLCP_Lter
N-glycan synthesis,DOLGLCP_Uter
N-glycan synthesis,DOLGPP_Ler
N-glycan synthesis,DOLGPP_Uer
N-glycan synthesis,DOLICHOL_Lter
N-glycan synthesis,DOLICHOL_Uter
N-glycan synthesis,DOLK_L
N-glycan synthesis,DOLK_U
N-glycan synthesis,DOLMANP_Lter
N-glycan synthesis,DOLMANP_Uter
N-glycan synthesis,DOLP_Lter
N-glycan synthesis,DOLP_Uter
N-glycan synthesis,DOLPGT1_Ler
N-glycan synthesis,DOLPGT1_Uer
N-glycan synthesis,DOLPGT2_Ler
N-glycan synthesis,DOLPGT2_Uer
N-glycan synthesis,DOLPGT3_Ler
N-glycan synthesis,DOLPGT3_Uer
N-glycan synthesis,DOLPH_Ler
N-glycan synthesis,DOLPH_Uer
N-glycan synthesis,DOLPMT_L
N-glycan synthesis,DOLPMT_U
N-glycan synthesis,DOLPMT1_Ler
N-glycan synthesis,DOLPMT1_Uer
N-glycan synthesis,DOLPMT2_Ler
N-glycan synthesis,DOLPMT2_Uer
N-glycan synthesis,DOLPMT3_Ler
N-glycan synthesis,DOLPMT3_Uer
N-glycan synthesis,DOLPMT4_Ler
N-glycan synthesis,DOLPMT4_Uer
Tyrosine metabolism,DOPABMO
Tyrosine metabolism,DOPACHRMISO
Tyrosine metabolism,DOPAMT
Tyrosine metabolism,DOPAQNISO1
"Transport, extracellular",DOPASFt
Tyrosine metabolism,DOPASULT
"Transport, extracellular",DOPAt4_2_r
"Transport, extracellular",DOPAtu
"Transport, extracellular",DOPAVESSEC
Arginine and proline metabolism,DORNOp
"Transport, lysosomal",DPCOAtl
Glycolysis/gluconeogenesis,DPGase
Glycolysis/gluconeogenesis,DPGM
Ubiquinone synthesis,DPHMBDCm
Cholesterol metabolism,DPMVDx
Miscellaneous,DPPS
Arginine and proline metabolism,DPROOp
"Transport, extracellular",DRIBt
Pentose phosphate pathway,DRPA
Sphingolipid metabolism,DSAT
"Transport, nuclear",DTDPtn
"Transport, nuclear",DTTPtn
"Transport, nuclear",DUDPtn
"Transport, nuclear",DUMPtn
Pyrimidine catabolism,DURAD
Pyrimidine catabolism,DURAD2
Nucleotide interconversion,DURIK1
Nucleotide interconversion,DURIK1m
"Transport, extracellular",DURIt
"Transport, nuclear",DURItn
Nucleotide interconversion,DUTPDPm
Nucleotide interconversion,DUTPDPn
"Transport, extracellular",EAFLATOXINte
"Transport, extracellular",EBASTINEOHte
"Transport, endoplasmic reticular",EBASTINEOHtr
"Transport, extracellular",EBASTINEte
"Transport, endoplasmic reticular",EBASTINEtr
Cholesterol metabolism,EBP1r
Cholesterol metabolism,EBP2r
Alkaloid synthesis,ECGISOr
"Valine, leucine, and isoleucine metabolism",ECOAH12m
Tryptophan metabolism,ECOAH1m
Tryptophan metabolism,ECOAH1x
"Valine, leucine, and isoleucine metabolism",ECOAH9m
Alkaloid synthesis,EGMESTr
Arginine and proline metabolism,EHGLAT2m
Arginine and proline metabolism,EHGLATm
Fatty acid oxidation,EICOSTETCPT1
Fatty acid oxidation,EICOSTETCPT2
Fatty acid oxidation,EICOSTETCRNt
"Transport, extracellular",EICOSTETt
Fatty acid oxidation,ELAIDCPT1
Fatty acid oxidation,ELAIDCPT2
Fatty acid oxidation,ELAIDCRNt
"Transport, extracellular",ELAIDt
N-glycan degradation,ENGASE
N-glycan degradation,ENGASE2
N-glycan degradation,ENGASE2ly
Keratan sulfate degradation,ENGASE3ly
N-glycan degradation,ENGASEly
N-glycan synthesis,ENMAN1g
N-glycan synthesis,ENMAN2g
N-glycan synthesis,ENMAN3g
N-glycan synthesis,ENMAN4g
N-glycan synthesis,ENMAN5g
N-glycan synthesis,ENMAN6g
Glycerophospholipid metabolism,EPCTX
"Transport, extracellular",ESTRADIOLGLCt
"Transport, extracellular",ESTRADIOLGLCt2
"Transport, endoplasmic reticular",ESTRADIOLGLCtr
"Transport, extracellular",ESTRADIOLt
"Transport, endoplasmic reticular",ESTRADIOLtr
"Transport, extracellular",ESTRIOLGLCte
"Transport, endoplasmic reticular",ESTRIOLGLCtr
"Transport, endoplasmic reticular",ESTRIOLtr
"Transport, extracellular",ESTRONEGLCt
"Transport, endoplasmic reticular",ESTRONEGLCtr
"Transport, extracellular",ESTRONESt
"Transport, extracellular",ESTRONESt2
"Transport, endoplasmic reticular",ESTRONEtr
Steroid metabolism,ESTSULT
Fatty acid oxidation,ETF
Fatty acid oxidation,ETFQO
Glycerophospholipid metabolism,ETHAK
Glycerophospholipid metabolism,ETHP
Glycolysis/gluconeogenesis,ETOHMO
"Transport, peroxisomal",ETOHtx
Exchange/demand reaction,EX_10fthf[e]
Exchange/demand reaction,EX_10fthf5glu[e]
Exchange/demand reaction,EX_10fthf6glu[e]
Exchange/demand reaction,EX_10fthf7glu[e]
Exchange/demand reaction,EX_11_cis_retfa[e]
Exchange/demand reaction,EX_13_cis_retnglc[e]
Exchange/demand reaction,EX_1glyc_hs[e]
Exchange/demand reaction,EX_2425dhvitd2[e]
Exchange/demand reaction,EX_2425dhvitd3[e]
Exchange/demand reaction,EX_24nph[e]
Exchange/demand reaction,EX_25hvitd2[e]
Exchange/demand reaction,EX_25hvitd3[e]
Exchange/demand reaction,EX_2hb[e]
Exchange/demand reaction,EX_2mcit[e]
Exchange/demand reaction,EX_34dhoxpeg[e]
Exchange/demand reaction,EX_34dhphe[e]
Exchange/demand reaction,EX_35cgmp[e]
Exchange/demand reaction,EX_3aib[e]
Exchange/demand reaction,EX_3aib_D[e]
Exchange/demand reaction,EX_3mlda[e]
Exchange/demand reaction,EX_4hdebrisoquine[e]
Exchange/demand reaction,EX_4hphac[e]
Exchange/demand reaction,EX_4mptnl[e]
Exchange/demand reaction,EX_4mtolbutamide[e]
Exchange/demand reaction,EX_4nph[e]
Exchange/demand reaction,EX_4nphsf[e]
Exchange/demand reaction,EX_4pyrdx[e]
Exchange/demand reaction,EX_5adtststerone[e]
Exchange/demand reaction,EX_5adtststeroneglc[e]
Exchange/demand reaction,EX_5adtststerones[e]
Exchange/demand reaction,EX_5dhf[e]
Exchange/demand reaction,EX_5fthf[e]
Exchange/demand reaction,EX_5homeprazole[e]
Exchange/demand reaction,EX_5htrp[e]
Exchange/demand reaction,EX_5mthf[e]
Exchange/demand reaction,EX_5thf[e]
Exchange/demand reaction,EX_6dhf[e]
Exchange/demand reaction,EX_6htststerone[e]
Exchange/demand reaction,EX_6thf[e]
Exchange/demand reaction,EX_7dhf[e]
Exchange/demand reaction,EX_7thf[e]
Exchange/demand reaction,EX_9_cis_retfa[e]
Exchange/demand reaction,EX_abt[e]
Exchange/demand reaction,EX_acetone[e]
Exchange/demand reaction,EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_ach[e]
Exchange/demand reaction,EX_acn13acngalgbside_hs[e]
Exchange/demand reaction,EX_acn23acngalgbside_hs[e]
Exchange/demand reaction,EX_acnacngal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_acnacngalgbside_hs[e]
Exchange/demand reaction,EX_acngalacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_adp[e]
Exchange/demand reaction,EX_adprbp[e]
Exchange/demand reaction,EX_adrn[e]
Exchange/demand reaction,EX_adrnl[e]
Exchange/demand reaction,EX_aflatoxin[e]
Exchange/demand reaction,EX_ahandrostanglc[e]
Exchange/demand reaction,EX_ak2lgchol_hs[e]
Exchange/demand reaction,EX_ala_B[e]
Exchange/demand reaction,EX_ala_D[e]
Exchange/demand reaction,EX_aldstrn[e]
Exchange/demand reaction,EX_amp[e]
Exchange/demand reaction,EX_andrstrn[e]
Exchange/demand reaction,EX_andrstrnglc[e]
Exchange/demand reaction,EX_antipyrene[e]
Exchange/demand reaction,EX_apnnox[e]
Exchange/demand reaction,EX_appnn[e]
Exchange/demand reaction,EX_aprgstrn[e]
Exchange/demand reaction,EX_aqcobal[e]
Exchange/demand reaction,EX_arach[e]
Exchange/demand reaction,EX_arachd[e]
Exchange/demand reaction,EX_ascb_L[e]
Exchange/demand reaction,EX_asp_D[e]
Exchange/demand reaction,EX_atp[e]
Exchange/demand reaction,EX_avite1[e]
Exchange/demand reaction,EX_avite2[e]
Exchange/demand reaction,EX_bhb[e]
Exchange/demand reaction,EX_bildglcur[e]
Exchange/demand reaction,EX_bilglcur[e]
Exchange/demand reaction,EX_bilirub[e]
Exchange/demand reaction,EX_biocyt[e]
Exchange/demand reaction,EX_bvite[e]
Exchange/demand reaction,EX_camp[e]
Exchange/demand reaction,EX_caro[e]
Exchange/demand reaction,EX_carveol[e]
Exchange/demand reaction,EX_cca_d3[e]
Exchange/demand reaction,EX_chol[e]
Exchange/demand reaction,EX_cholate[e]
Exchange/demand reaction,EX_chsterol[e]
Exchange/demand reaction,EX_chtn[e]
Exchange/demand reaction,EX_clpnd[e]
Exchange/demand reaction,EX_cmp[e]
Exchange/demand reaction,EX_co[e]
Exchange/demand reaction,EX_coumarin[e]
Exchange/demand reaction,EX_creat[e]
Exchange/demand reaction,EX_crmp_hs[e]
Exchange/demand reaction,EX_crn[e]
Exchange/demand reaction,EX_crtsl[e]
Exchange/demand reaction,EX_crtstrn[e]
Exchange/demand reaction,EX_crvnc[e]
Exchange/demand reaction,EX_cspg_a[e]
Exchange/demand reaction,EX_cspg_b[e]
Exchange/demand reaction,EX_cspg_c[e]
Exchange/demand reaction,EX_cspg_d[e]
Exchange/demand reaction,EX_cspg_e[e]
Exchange/demand reaction,EX_cyan[e]
Exchange/demand reaction,EX_dag_hs[e]
Exchange/demand reaction,EX_dcsptn1[e]
Exchange/demand reaction,EX_debrisoquine[e]
Exchange/demand reaction,EX_dgchol[e]
Exchange/demand reaction,EX_dhdascb[e]
Exchange/demand reaction,EX_dheas[e]
Exchange/demand reaction,EX_dhf[e]
Exchange/demand reaction,EX_digalsgalside_hs[e]
Exchange/demand reaction,EX_dlnlcg[e]
Exchange/demand reaction,EX_dmantipyrine[e]
Exchange/demand reaction,EX_dmhptcrn[e]
Exchange/demand reaction,EX_dopa[e]
Exchange/demand reaction,EX_dopasf[e]
Exchange/demand reaction,EX_eaflatoxin[e]
Exchange/demand reaction,EX_ebastine[e]
Exchange/demand reaction,EX_ebastineoh[e]
Exchange/demand reaction,EX_eicostet[e]
Exchange/demand reaction,EX_elaid[e]
Exchange/demand reaction,EX_estradiol[e]
Exchange/demand reaction,EX_estradiolglc[e]
Exchange/demand reaction,EX_estriolglc[e]
Exchange/demand reaction,EX_estroneglc[e]
Exchange/demand reaction,EX_estrones[e]
Exchange/demand reaction,EX_fuc13galacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fuc14galacglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucacgalfucgalacglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucacngal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucacngalacglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucfuc12gal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucfuc132galacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucfucfucgalacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucfucgalacglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucgalfucgalacglcgalgluside_hs[e]
Exchange/demand reaction,EX_fucgalgbside_hs[e]
Exchange/demand reaction,EX_fuc_L[e]
Exchange/demand reaction,EX_galacglcgalgbside_hs[e]
Exchange/demand reaction,EX_galfuc12gal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_galfucgalacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]
Exchange/demand reaction,EX_galgalgalthcrm_hs[e]
Exchange/demand reaction,EX_gbside_hs[e]
Exchange/demand reaction,EX_gchola[e]
Exchange/demand reaction,EX_gd1b2_hs[e]
Exchange/demand reaction,EX_gd1c_hs[e]
Exchange/demand reaction,EX_gdp[e]
Exchange/demand reaction,EX_gluala[e]
Exchange/demand reaction,EX_glyc_S[e]
Exchange/demand reaction,EX_glygn2[e]
